,X,pathway_id,pathway_name,Gene count,gene_symbols
54,hsa04514,hsa04514,Cell adhesion molecules - Homo sapiens (human),140,"CD58, CD2, VSIR, IGSF11, CD80, CD274, CD28, CD86, CTLA4, ICOSLG, ICOS, ICOS, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, CD4, HLA-A, HLA-B, HLA-C, HLA-F, HLA-G, HLA-E, CD8A, CD8B, CD8B2, PDCD1LG2, CD276, VTCN1, PDCD1, CD40, CD40LG, ALCAM, CD6, PVR, CD226, NECTIN2, TIGIT, ITGAL, ITGB2, ICAM1, ICAM2, ICAM3, CD22, PTPRC, SIGLEC1, SPN, NECTIN3, CLDN4, CLDN3, CLDN7, CLDN19, CLDN16, CLDN14, CLDN15, CLDN17, CLDN20, CLDN11, CLDN18, CLDN22, CLDN5, CLDN10, CLDN8, CLDN6, CLDN2, CLDN1, CLDN9, CLDN23, CLDN34, CLDN25, CLDN24, CLDN12, OCLN, F11R, JAM2, JAM3, ESAM, CDH5, PECAM1, CD99, CD99L2, ITGAM, SELPLG, SELP, ITGA4, ITGB1, ITGA9, VCAM1, ITGB7, MADCAM1, SELL, CD34, GLG1, SELE, NECTIN1, CDH2, NCAM1, NCAM2, L1CAM, CADM1, NEGR1, NTNG1, LRRC4C, NTNG2, LRRC4, PTPRF, LRRC4B, SDC1, SDC2, SDC3, SDC4, ITGAV, ITGB8, ITGA8, NRXN1, NRXN2, NRXN3, NLGN1, NLGN2, NLGN3, NLGN4X, NLGN4Y, PTPRS, SLITRK1, SLITRK2, SLITRK4, SLITRK5, SLITRK6, PTPRD, SLITRK3, CADM3, NRCAM, CNTN1, PTPRM, CNTN2, NFASC, CNTNAP1, CNTNAP2, MPZ, MAG, CDH1, VCAN, ITGA6, CDH3, CDH4, CDH15, NEO1"
55,hsa04144,hsa04144,Endocytosis - Homo sapiens (human),226,"ARF6, PIP5K1C, PIP5K1A, PIP5K1B, PIP5KL1, PLD1, PLD2, DNM1, DNM3, DNM2, CLTA, CLTB, CLTC, CLTCL1, AP2A2, AP2A1, AP2B1, AP2M1, AP2S1, EHD2, TGFBR1, TGFBR2, ZFYVE9, ZFYVE16, PML, SMAD2, SMAD3, TFRC, EGFR, PDGFRA, FGFR2, FGFR3, FGFR4, IGF1R, CBL, CBLB, CBLC, SH3KBP1, SH3GL3, SH3GL2, SH3GL1, SH3GLB1, SH3GLB2, AMPH, BIN1, EPN1, EPN3, EPN2, EPS15, EPS15L1, SPART, NEDD4, NEDD4L, MDM2, TRAF6, RNF41, ITCH, SMURF1, SMURF2, WWP1, LDLR, LDLRAP1, DAB2, CCR5, CXCR1, CXCR2, CXCR4, GRK7, GRK1, GRK2, GRK3, GRK4, GRK5, GRK6, ARRB1, ARRB2, WASL, ACTR2, ACTR3B, ACTR3C, ACTR3, ARPC1B, ARPC1A, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, WIPF2, WIPF1, WIPF3, HSPA8, HSPA1A, HSPA1L, HSPA1B, HSPA6, DNAJC6, WASHC4, WASHC5, WASHC2C, WASHC2A, WASHC1, WASH, WAS, WASHC3, CAPZA1, CAPZA2, CAPZA3, CAPZB, VPS29, VPS26B, VPS26A, VPS35, SNX12, SNX3, USP8, STAMBP, RAB7A, HGS, STAM2, STAM, TSG101, MVB12A, MVB12B, VPS28, VPS37D, VPS37A, VPS37B, VPS37C, SNF8, VPS36, VPS25, CHMP6, CHMP4B, CHMP4A, CHMP4C, CHMP3, RNF103-CHMP3, CHMP2A, CHMP2B, CHMP7, VPS4B, VPS4A, VTA1, CHMP1B, CHMP1A, CHMP5, IST1, PDCD6IP, SPG21, IGF2R, SNX1, SNX2, SNX32, SNX5, SNX6, SRC, HRAS, IL2RA, IL2RB, IL2RG, RHOA, HLA-A, HLA-B, HLA-C, HLA-F, HLA-G, HLA-E, FOLR1, FOLR2, FOLR3, CAV1, CAV2, CAV3, EHD3, EHD4, EEA1, RAB5A, RAB5B, RAB5C, RABEP1, RBSN, RAB4A, RUFY1, RUFY2, EHD1, VPS45, SNX4, RAB22A, RAB31, RAB10, RAB8A, RAB35, RAB11A, RAB11B, RAB11FIP2, RAB11FIP1, RAB11FIP5, ZFYVE27, KIF5A, KIF5B, KIF5C, RAB11FIP4, RAB11FIP3, PARD3, PARD6A, PARD6G, PARD6B, PRKCZ, PRKCI, CDC42, SMAP2, SMAP1, GIT1, GIT2, ASAP1, ASAP3, ASAP2, ACAP3, ACAP2, ACAP1, ARAP1, ARAP2, ARAP3, AGAP1, AGAP3, AGAP4, AGAP6, AGAP9, AGAP5, AGAP2, ARFGAP1, ARFGAP3, ARFGAP2, PSD3, PSD4, PSD, PSD2, IQSEC2, IQSEC1, IQSEC3, CYTH3, CYTH4, CYTH2, CYTH1, ARFGEF2, ARFGEF1, GBF1, ARF1, ARF3, ARF4, ARF5"
56,hsa04145,hsa04145,Phagosome - Homo sapiens (human),140,"VAMP3, STX12, STX7, ACTG1, ACTB, CORO1A, STX18, SEC22B, HLA-A, HLA-B, HLA-C, HLA-F, HLA-G, HLA-E, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, RAB5A, RAB5B, RAB5C, EEA1, PIK3C3, TFRC, HGS, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C2, ATP6V1C1, ATP6V1D, ATP6V1E2, ATP6V1E1, ATP6V1F, ATP6V1FP2, ATP6V1G1, ATP6V1G3, ATP6V1G2, ATP6V0E1, ATP6V0E2, TCIRG1, ATP6V0A2, ATP6V0A4, ATP6V0A1, ATP6V0D1, ATP6V0D2, ATP6V1H, ATP6V0C, ATP6V0B, ATP6AP1, RAB7A, RAB7B, RILP, DYNC1H1, DYNC2H1, DYNC1I1, DYNC1I2, DYNC1LI2, DYNC1LI1, TUBA1B, TUBA4A, TUBA3C, TUBA1A, TUBA1C, TUBA8, TUBA3E, TUBA3D, TUBAL3, TUBB6, TUBB, TUBB1, TUBB2A, TUBB3, TUBB4A, TUBB8, TUBB2B, TUBB4B, tubulin, tubulin, tubulin, TUBB8B, LAMP1, LAMP2, PIKFYVE, M6PR, NOS1, MPO, CTSL, CTSS, SEC61A1, SEC61A2, SEC61B, SEC61G, TAP1, TAP2, CALR, CANX, FCAR, FCGR1A, FCGR2A, FCGR2B, FCGR2C, FCGR3A, FCGR3B, IGH, C1R, ITGAM, ITGB2, C3, COLEC11, COLEC12, MBL2, SFTPA1, SFTPA2, SFTPD, ITGAV, ITGA2, ITGA5, ITGB1, ITGB3, ITGB5, THBS1, COMP, THBS2, THBS3, THBS4, TLR2, TLR6, TLR4, CD14, PLA2R1, MRC1, MRC2, CLEC4M, CD209, CLEC7A, MSR1, MARCO, OLR1, SCARB1, CD36, CYBA, CYBB, RAC1, NCF1, NCF2, NCF4"
57,hsa04142,hsa04142,Lysosome - Homo sapiens (human),121,"TCIRG1, ATP6V0A2, ATP6V0A4, ATP6V0A1, ATP6V0D1, ATP6V0D2, ATP6V1H, ATP6AP1, ATP6V0C, ATP6V0B, DMXL1, DMXL2, WDR7, NCOA7, CTSA, CTSB, CTSC, CTSD, CTSE, CTSF, CTSG, CTSH, CTSK, CTSL, CTSO, CTSS, CTSV, CTSW, CTSZ, NAPSA, LGMN, TPP1, GLA, GLB1, GAA, GBA1, IDUA, NAGA, NAGLU, GALC, GUSB, FUCA1, FUCA2, HEXA, HEXB, MANBA, MAN2B1, NEU1, HYAL2, HYAL1, SPAM1, HYAL4, HYAL3, ARSA, ARSB, ARSG, GALNS, GNS, IDS, SGSH, LIPA, PLA2G15, DNASE2, DNASE2B, ACP2, ACP5, SMPD1, ASAH1, AGA, PSAP, PSAPL1, GM2A, PPT1, PPT2, LAMP1, LAMP2, LAMP3, CD68, CD63, SCARB2, NPC1, NPC2, CTNS, SLC17A5, SLC11A1, SLC11A2, LAPTM4B, LAPTM5, LAPTM4A, ABCA2, ABCB9, CD164, ENTPD4, SORT1, CLN3, CLN5, MFSD8, HGSNAT, SUMF1, GNPTAB, GNPTG, NAGPA, IGF2R, M6PR, CLTA, CLTB, CLTC, CLTCL1, AP1G1, AP1G2, AP1B1, AP1M1, AP1M2, AP1S1, AP1S2, AP1S3, AP3D1, AP3B2, AP3B1, AP3M1, AP3M2, AP3S2, AP3S1, AP4E1, AP4B1, AP4M1, AP4S1, GGA2, GGA3, GGA1, MCOLN1, LITAF"
58,hsa04146,hsa04146,Peroxisome - Homo sapiens (human),74,"PEX16, PEX3, PEX19, ABCD3, PEX1, PEX6, PEX26, PEX7, PEX5, PEX5L, PEX14, PEX13, PEX12, PEX10, PEX2, PXMP2, MPV17, MPV17L2, MPV17L, PXMP4, PEX11A, PEX11B, PEX11G, SLC25A17, HACL1, AMACR, PHYH, ACOX3, ACOX1, ACOX2, HSD17B4, SCP2, BAAT, EHHADH, ACAA1, DECR2, ECH1, ABCD1, ABCD2, ABCD4, SLC27A2, ACSL6, ACSL4, ACSL1, ACSL5, ACSL3, PECR, ECI2, NUDT7, NUDT12, NUDT13, NUDT19, ACOT8, CRAT, CROT, MLYCD, GNPAT, AGPS, FAR2, FAR1, MVK, PMVK, AGXT, DAO, DDO, IDH1, IDH2, PAOX, PIPOX, HMGCL, HMGCLL1, HAO2, HAO1, CAT, PRDX5, SOD1, SOD2, NOS2, PRDX1, EPHX2, GSTK1, XDH, DHRS4"
59,hsa04140,hsa04140,Autophagy - animal - Homo sapiens (human),160,"INS, IGF1R, IRS1, IRS2, IRS4, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PDPK1, AKT1, AKT2, AKT3, PTEN, HRAS, KRAS, NRAS, MRAS, RRAS, RRAS2, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, HIF1A, DDIT4, TSC2, TSC1, BNIP3, RHEB, RPTOR, DEPTOR, MTOR, AKT1S1, MLST8, RPS6KB1, RPS6KB2, IGBP1, PPP2CA, PPP2CB, ULK1, ULK2, ATG13, ATG101, RB1CC1, ATG2A, ATG2B, WIPI2, WIPI1, WDR45B, WDR45, ATG9B, ATG9A, SUPT20H, SUPT20HL1, SUPT20HL2, SMCR8, WDR41, C9orf72, RAB8A, RAB39B, SQSTM1, TBK1, TANK, RAB1A, RRAGA, RRAGB, RRAGC, RRAGD, STK11, PRKAA1, PRKAA2, PRKACA, PRKACB, PRKACG, PRKCD, MAPK8, MAPK10, MAPK9, BCL2, BCL2L1, BAD, BECN1, BECN2, NRBF2, PIK3R4, PIK3C3, ATG14, AMBRA1, TRAF6, TP53INP2, VMP1, STX17, UVRAG, SH3GLB1, RUBCN, CAMKK2, MAP3K7, ERN1, ITPR1, DAPK1, DAPK3, DAPK2, HMGB1, PRAP1, EIF2AK3, EIF2AK4, EIF2S1, MTMR3, MTMR4, MTMR14, ZFYVE1, ATG12, ATG5, ATG16L1, ATG16L2, ATG7, ATG10, ATG3, CFLAR, RAB33B, PRKCQ, GABARAP, GABARAPL1, GABARAPL2, MAP1LC3C, MAP1LC3B, MAP1LC3A, MAP1LC3B2, MAP1LC3BP1, ATG4A, ATG4B, ATG4C, ATG4D, NBR1, OPTN, CALCOCO2, TAX1BP1, WDFY3, UBA52, RPS27A, UBB, UBC, SNAP29, VAMP8, YKT6, STX7, EPG5, PLEKHM1, VPS11, VPS16, VPS18, VPS33A, VPS39, VPS41, BIRC6, GORASP2, GORASP1, RAB7A, RAB7B, LAMP1, LAMP2, CTSD, CTSL, CTSB"
60,hsa04136,hsa04136,Autophagy - other - Homo sapiens (human),32,"RPTOR, MTOR, MLST8, ULK2, ATG13, ATG101, IGBP1, PPP2CA, PPP2CB, ATG9B, ATG9A, ATG2A, ATG2B, WIPI2, WIPI1, BECN1, BECN2, PIK3C3, PIK3R4, ATG12, ATG5, ATG16L1, ATG7, ATG10, ATG3, GABARAP, GABARAPL1, GABARAPL2, ATG4A, ATG4B, ATG4C, ATG4D"
61,hsa04137,hsa04137,Mitophagy - animal - Homo sapiens (human),100,"AMBRA1, PINK1, TOMM7, mitochondrial, TOMM40, TOMM40L, TOMM20L, TOMM20, TOMM70, PRKN, MARCHF5, TRAF2, SMURF1, SMURF2, AMFR, MUL1, HUWE1, SIAH1, ARIH1, MFN1, MFN2, RHOT1, RHOT2, UBA52, RPS27A, UBB, UBC, TAX1BP1, SQSTM1, CALCOCO2, OPTN, NBR1, TBK1, GABARAP, GABARAPL1, GABARAPL2, MAP1LC3C, MAP1LC3B, MAP1LC3A, MAP1LC3B2, MAP1LC3BP1, BECN1, BECN2, USP8, USP15, USP30, BCL2L1, PGAM5, CSNK2A1, CSNK2A2, CSNK2A3, CSNK2B, SRC, ULK1, FUNDC1, BNIP3, BNIP3L, BCL2L13, FKBP8, SAMM50, PHB2, NLRX1, MTX3, MTX1, MTX2, EIF2AK3, EIF2S1, ATF4, MAPK8, MAPK10, MAPK9, JUN, RELA, HRAS, KRAS, NRAS, MRAS, RRAS, RRAS2, E2F1, HIF1A, SP1, TP53, FOXO3, CITED2, MITF, TFEB, TFE3, RABGEF1, RAB5A, RAB5B, RAB5C, MON1B, MON1A, CCZ1B, CCZ1, RAB7A, RAB7B, TBC1D15, TBC1D17, FIS1, ATG9B, ATG9A, OPA1, VCP"
62,hsa04148,hsa04148,Efferocytosis - Homo sapiens (human),136,"CASP3, CASP7, CASP1, PANX1, P2RY2, P2RY6, P2RY12, SPHK1, SPHK2, S1PR1, PLA2G6, ABCA1, GPR132, ADAM17, ADAM10, CX3CL1, CX3CR1, NFATC2, NFATC1, NFATC3, NFATC4, HIF1A, ARNT, EPO, EPOR, JAK2, MAPK1, MAPK3, CEBPB, PPARG, RXRA, MFGE8, GAS6, MERTK, CD36, THBS1, MAP2K1, MAP2K2, PTGS2, PTGER2, PTGER4, DNMT3A, CREB1, TGFB1, ATP2A1, ATP2A3, ATP2A2, CAMK2A, CAMK2D, CAMK2B, CAMK2G, MAPK11, MAPK12, MAPK13, MAPK14, MAPKAPK2, ALOX5, ALOX15, DUSP4, DUSP2, DUSP7, DUSP8, DUSP5, DUSP16, ANO6, ANO3, ANO4, ANO5, ANO7, ANO9, BSG, XKR8, XKR9, XKR7, XKR4, XKR6, ATP8A1, ATP8A2, ATP11B, ATP11A, ATP11C, TMEM30A, PROS1, ITGAV, ITGB3, ITGB5, AXL, TYRO3, ADGRB1, TIMD4, HAVCR1, HAVCR2, AGER, STAB1, STAB2, PTK2, BCAR1, CRK, CRKL, ELMO1, DOCK1, RAC1, ADAM9, CALR, C1QA, C1QB, C1QC, LRP1, MEGF10, MEGF11, SCARF1, GULP1, RAB17, RAB5A, RAB5B, RAB5C, TGFBRAP1, VPS8, VPS11, VPS16, VPS18, VPS33A, RAB14, VPS39, VPS41, RAB7A, RAB7B, SLC66A1, ARG2, ARG1, ODC1, CH25H, NR1H3, NR1H2, CPT1A, CPT1B, CPT1C, UQCRFS1, SIRT1, PBX1, IL10, LIPA, PLA2G15, PPARD, SLC2A1, SLC16A1, SGK1, CD47, CD24, PECAM1, SIGLEC10, SIRPA, SIRPG, SIRPB1, PTPN6, PTPN11"
63,hsa04110,hsa04110,Cell cycle - Homo sapiens (human),155,"CCND1, CCND2, CCND3, CDK4, CDK6, RB1, RBL1, RBL2, ABL1, HDAC1, HDAC2, E2F1, E2F2, E2F3, E2F4, E2F5, TFDP1, TFDP2, GSK3B, TGFB1, TGFB2, TGFB3, SMAD2, SMAD3, SMAD4, MYC, ZBTB17, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CDKN1B, CDKN1C, CDKN1A, CCNE1, CCNE2, CDK2, SKP1, CUL1, RBX1, SKP2, CCNA2, CCNA1, CDC6, CDT1, ORC1, ORC2, ORC3, ORC4, ORC5, ORC6, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, CDC45, TICRR, MTBP, CDC7, DBF4, DBF4B, CDK1, CCNB1, CCNB2, CCNB3, CDC25B, CDC25C, YWHAZ, YWHAB, YWHAQ, YWHAE, YWHAH, YWHAG, PLK1, WEE1, WEE2, PKMYT1, CCNH, CDK7, ANAPC1, ANAPC2, CDC27, ANAPC4, ANAPC5, CDC16, ANAPC7, CDC23, ANAPC10, ANAPC11, CDC26, ANAPC13, ANAPC15, ANAPC16, CDC20, PTTG1, PTTG2, ESPL1, SMC1A, SMC1B, SMC3, RAD21, STAG2, STAG1, ATRX, DDX11, NIPBL, MAU2, HDAC8, ESCO1, ESCO2, PDS5A, PDS5B, WAPL, CDCA5, AURKB, SGO1, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, NDC80, KNL1, TTK, MAD1L1, MAD2L1, MAD2L2, BUB1B, BUB3, BUB1, TRIP13, MAD2L1BP, FZR1, FBXO5, CDC14B, CDC14A, CDC14C, CREBBP, EP300, PRKDC, ATR, ATM, MDM2, TP53, GADD45A, GADD45B, GADD45G, PCNA, SFN, CHEK1, CHEK2, CDC25A"
64,hsa04114,hsa04114,Oocyte meiosis - Homo sapiens (human),125,"INS, IGF1, IGF1R, PGR, AR, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, AURKA, CPEB1, CPEB2, CPEB3, CPEB4, MOS, MAP2K1, MAPK1, MAPK3, RPS6KA3, RPS6KA1, RPS6KA2, RPS6KA6, PKMYT1, YWHAZ, YWHAB, YWHAQ, YWHAE, YWHAH, YWHAG, SPDYA, SPDYC, SPDYE2B, SPDYE18, SPDYE11, SPDYE16, SPDYE17, SPDYE1, SPDYE4, SPDYE3, SPDYE2, SPDYE5, SPDYE6, SPDYE15, SPDYE12, putative, SPDYE10, SPDYE9, SPDYE8, SPDYE13, SPDYE14, SPDYE21, CDK1, CDK2, MAPK11, MAPK12, MAPK13, MAPK14, PPP1CA, PPP1CB, PPP1CC, SLK, PLK1, CDC25C, CCNB2, RBX1, CUL1, SKP1, BTRC, FBXW11, FBXO5, ANAPC1, ANAPC2, CDC27, ANAPC4, ANAPC5, CDC16, ANAPC7, CDC23, ANAPC10, ANAPC11, CDC26, ANAPC13, ANAPC15, ANAPC16, CDC20, FBXO43, PTTG1, PTTG2, ESPL1, REC8, STAG3, SMC1A, SMC1B, SMC3, CCNB1, BUB1, MAD2L1, MAD2L2, MAD1L1, CCNE1, CCNE2, SGO1, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, PPP2R1B, PPP2R1A, PPP2CA, PPP2CB, PLCZ1, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, CAMK2A, CAMK2D, CAMK2B, CAMK2G"
65,hsa04210,hsa04210,Apoptosis - Homo sapiens (human),131,"TNFSF10, TNFRSF10A, TNFRSF10B, FASLG, FAS, FADD, TNF, TNFRSF1A, TRADD, CFLAR, CASP8, CASP10, CASP6, CASP3, CASP7, BID, BAX, BAK1, DIABLO, SEPTIN4, HTRA2, CYCS, APAF1, CASP9, PRF1, GZMB, TUBA1B, TUBA4A, TUBA3C, TUBA1A, TUBA1C, TUBA8, TUBA3E, TUBA3D, TUBAL3, MCL1, ACTG1, ACTB, SPTAN1, LMNA, LMNB1, LMNB2, PARP1, PARP2, PARP3, PARP4, DFFA, DFFB, ENDOG, AIFM1, ERN1, TRAF2, ITPR1, ITPR2, ITPR3, CAPN1, CAPN2, CASP12, EIF2AK3, EIF2S1, ATF4, DDIT3, CTSB, CTSC, CTSD, CTSF, CTSH, CTSK, CTSL, CTSO, CTSS, CTSV, CTSW, CTSZ, BIRC2, BIRC3, XIAP, BIRC5, BCL2L11, BCL2L1, BCL2, DAXX, RIPK1, DAB2IP, MAP3K5, MAPK8, MAPK10, MAPK9, BAD, JUN, FOS, TP53, HRK, MAP3K14, CHUK, IKBKB, IKBKG, NFKBIA, NFKB1, RELA, PTPN13, GADD45A, GADD45B, GADD45G, TRAF1, BCL2A1, ATM, PIDD1, TP53AIP1, BBC3, PMAIP1, CASP2, NGF, NTRK1, IL3, IL3RA, CSF2RB, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PDPK1, AKT1, AKT2, AKT3, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3"
66,hsa04215,hsa04215,Apoptosis - multiple species - Homo sapiens (human),30,"TNFRSF1A, FADD, CASP8, CASP7, CASP3, BID, BCL2L11, PMAIP1, BBC3, BCL2, BCL2L1, BAX, BAK1, CYCS, APAF1, CASP9, DIABLO, HTRA2, SEPTIN4, BIRC2, BIRC3, XIAP, BIRC5, MAPK8, MAPK10, MAPK9, BOK, BIRC7, NGFR, BECN1, BECN2, BIRC6"
67,hsa04216,hsa04216,Ferroptosis - Homo sapiens (human),40,"SLC3A2, SLC7A11, TP53, GCLC, GCLM, GSS, GPX4, ACSL6, ACSL4, ACSL1, ACSL5, ACSL3, LPCAT3, ALOX15, SAT2, SAT1, TF, TFRC, STEAP3, SLC11A2, SLC39A8, SLC39A14, PCBP2, SLC40A1, CP, PCBP1, FTH1, FTL, MAP1LC3C, MAP1LC3B, MAP1LC3A, MAP1LC3B2, MAP1LC3BP1, ATG5, ATG7, NCOA4, PRNP, HMOX1, VDAC2, VDAC3, CYBB, FTMT"
68,hsa04217,hsa04217,Necroptosis - Homo sapiens (human),152,"TNF, TNFRSF1A, TRADD, TRAF2, TRAF5, RIPK1, BIRC2, BIRC3, XIAP, RBCK1, RNF31, SHARPIN, SPATA2L, SPATA2, CYLD, FADD, CASP8, CFLAR, RIPK3, CYBB, CAMK2A, CAMK2D, CAMK2B, CAMK2G, SLC25A4, SLC25A5, SLC25A6, SLC25A31, PPID, VDAC1, VDAC2, VDAC3, GLUD2, GLUD1, GLUL, PYGL, PYGM, PYGB, MAPK8, MAPK10, MAPK9, FTH1, FTL, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, ALOX15, CAPN1, CAPN2, SMPD1, MLKL, PGAM5, DNM1L, NLRP3, PYCARD, CASP1, IL1B, CHMP2A, CHMP2B, CHMP3, RNF103-CHMP3, CHMP4B, CHMP4A, CHMP4C, CHMP6, VPS4B, VPS4A, CHMP1B, CHMP1A, CHMP5, CHMP7, TRPM7, IL1A, IL33, HMGB1, TNFSF10, TNFRSF10A, TNFRSF10B, FASLG, FAS, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, IFNG, IFNAR1, IFNAR2, IFNGR1, IFNGR2, JAK1, JAK2, JAK3, TYK2, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, IRF9, EIF2AK2, TLR4, TICAM2, TICAM1, TLR3, ZBP1, USP21, SQSTM1, HSP90AA1, HSP90AB1, TNFAIP3, PARP1, BID, BAX, AIFM1, H2AX, H2AC20, H2AC12, H2AC1, H2AC25, H2AB3, H2AC8, H2AC4, MACROH2A2, MACROH2A1, H2AC19, H2AJ, H2AB1, H2AC17, H2AC18, H2AC11, H2AC21, H2AZ2, H2AC7, H2AZ1, H2AC15, H2AC6, H2AC13, H2AC14, H2AC16, H2AB2, H2AL3, PPIA, BCL2"
69,hsa04115,hsa04115,p53 signaling pathway - Homo sapiens (human),71,"ATM, CHEK2, ATR, CHEK1, GORAB, CDKN2A, MDM2, MDM4, TP53, PPP1R13L, CDKN1A, CCND1, CCND2, CCND3, CDK4, CDK6, CCNE1, CCNE2, CDK2, SFN, RPRM, CCNB1, CCNB2, CDK1, GADD45A, GADD45B, GADD45G, GTSE1, ZNF385A, FAS, PIDD1, TNFRSF10A, TNFRSF10B, CASP8, BID, BAX, PMAIP1, BBC3, TP53AIP1, SIVA1, BCL2L1, BCL2, TP53I3, EI24, SHISA5, PERP, ZMAT3, SIAH1, CYCS, APAF1, CASP9, CASP3, AIFM2, IGFBP3, IGF1, SERPINE1, ADGRB1, CD82, THBS1, SERPINB5, DDB2, RRM2B, RRM2, SESN1, SESN3, SESN2, PTEN, TSC2, STEAP3, COP1, RCHY1, CCNG1, CCNG2, PPM1D, TP73"
70,hsa04218,hsa04218,Cellular senescence - Homo sapiens (human),152,"TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, SMAD2, SMAD3, CDKN2B, CDK4, CDK6, CCND1, CCND2, CCND3, RB1, RBL1, RBL2, E2F1, E2F2, E2F3, E2F4, E2F5, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, FOXO1, FOXO3, CDKN1A, CDK2, CCNE1, CCNE2, HLA-A, HLA-B, HLA-C, HLA-F, HLA-G, HLA-E, KIR2DL4, KRAS, NRAS, RRAS, RRAS2, MRAS, HRAS, AKT1, AKT2, AKT3, TSC1, TSC2, RHEB, MTOR, PTEN, SIRT1, CCNA2, CCNA1, MYBL2, LIN9, LIN37, LIN52, LIN54, RBBP4, FOXM1, MYC, CDKN2A, MDM2, TP53, RASSF5, BTRC, FBXW11, HIPK3, HIPK1, HIPK2, HIPK4, PPP1CA, PPP1CB, PPP1CC, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, ETS1, MAP2K3, MAP2K6, MAPK11, MAPK12, MAPK13, MAPK14, GADD45A, GADD45B, GADD45G, CDK1, CCNB1, CCNB2, CCNB3, MRE11, RAD50, NBN, ATM, CHEK2, RAD9A, RAD9B, RAD1, HUS1, ATR, CHEK1, CDC25A, SQSTM1, GATA4, TRAF3IP2, NFKB1, RELA, IL1A, IL6, CXCL8, IGFBP3, SERPINE1, EIF4EBP1, MAPKAPK2, ZFP36L1, ZFP36L2, CACNA1D, TRPV4, TRPM7, CAPN1, CAPN2, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, NFATC3, NFATC4, ITPR1, ITPR2, ITPR3, SLC25A4, SLC25A5, SLC25A6, SLC25A31, PPID, VDAC1, VDAC2, VDAC3, MCU"
